Element ID,Step 1 : R,Step 2 : R,Step 3 : R,Step 4 : R,Step 5 : R,Step 6 : R,Step 7 : R,Step 8 : R,Step 9 : R,Step 10 : R,Step 11 : R,Step 12 : R,Step 13 : R,Step 14 : R,Step 15 : R,Step 16 : R,Step 17 : R,Step 18 : R,Step 19 : R,Step 20 : R,Step 21 : R,Position X,Position Y,Position Z
20921,2.52360262E-2,2.54294018E-2,2.56789085E-2,2.59322405E-2,2.60180014E-2,2.58334653E-2,2.55125933E-2,2.50237754E-2,2.46777807E-2,2.45678088E-2,2.47511379E-2,2.50230745E-2,2.52167016E-2,2.55028657E-2,2.56824596E-2,2.56067422E-2,2.55308673E-2,2.52848199E-2,2.51483782E-2,2.51390722E-2,2.52367006E-2,84.3885,29.4292,0
20922,2.25794618E-2,2.28620286E-2,2.31889480E-2,2.34545118E-2,2.35441134E-2,2.33358203E-2,2.28145521E-2,2.20610738E-2,2.15739810E-2,2.14826120E-2,2.17317272E-2,2.20980232E-2,2.24240822E-2,2.28392757E-2,2.31213455E-2,2.31027950E-2,2.29147021E-2,2.25529562E-2,2.23684537E-2,2.24008397E-2,2.25806153E-2,84.3611,30.1638,0
20923,4.49665790E-2,4.45401927E-2,4.42996878E-2,4.40748219E-2,4.40540598E-2,4.44681581E-2,4.53405310E-2,4.70709001E-2,4.79644653E-2,4.75274189E-2,4.72464698E-2,4.65604780E-2,4.56657058E-2,4.51546427E-2,4.47419284E-2,4.35623871E-2,4.49345569E-2,4.53833367E-2,4.56053857E-2,4.49466061E-2,4.49546069E-2,83.6125,17.8538,0
20924,4.48668610E-2,4.44378350E-2,4.41893630E-2,4.39605203E-2,4.39388780E-2,4.43547108E-2,4.52413416E-2,4.70468152E-2,4.79677605E-2,4.75496365E-2,4.72342126E-2,4.64698511E-2,4.56016758E-2,4.50524172E-2,4.46302648E-2,4.34510186E-2,4.48280020E-2,4.52926508E-2,4.55289275E-2,4.48547153E-2,4.48495064E-2,82.925,17.7686,0
20925,4.44733688E-2,4.40395021E-2,4.37878324E-2,4.35547734E-2,4.35314778E-2,4.39356788E-2,4.48522524E-2,4.63601218E-2,4.73462634E-2,4.70366569E-2,4.65426120E-2,4.59126144E-2,4.49749529E-2,4.46557595E-2,4.42156978E-2,4.30797703E-2,4.44211149E-2,4.49155257E-2,4.51148553E-2,4.44776083E-2,4.44389628E-2,82.6386,17.0755,0
20926,2.39849539E-2,2.42900862E-2,2.46098484E-2,2.48749233E-2,2.49544193E-2,2.47052033E-2,2.41169444E-2,2.33196758E-2,2.28493332E-2,2.27555359E-2,2.30351497E-2,2.33921670E-2,2.37537115E-2,2.41702573E-2,2.44821081E-2,2.44797301E-2,2.42725820E-2,2.38918259E-2,2.37150656E-2,2.37863033E-2,2.39853996E-2,80.1956,26.3932,0
20927,2.52191603E-2,2.55002675E-2,2.57999258E-2,2.60487381E-2,2.61262637E-2,2.59028801E-2,2.53734730E-2,2.46543437E-2,2.42310296E-2,2.41312489E-2,2.43834904E-2,2.47264456E-2,2.50350797E-2,2.54139952E-2,2.56972667E-2,2.56989324E-2,2.55012857E-2,2.51540916E-2,2.49895827E-2,2.50443407E-2,2.52198244E-2,80.8343,25.9853,0
20928,2.58691589E-2,2.61402427E-2,2.64307157E-2,2.66725797E-2,2.67490188E-2,2.65364250E-2,2.60314751E-2,2.53453140E-2,2.49372473E-2,2.48337691E-2,2.50794643E-2,2.54098000E-2,2.57046180E-2,2.60668365E-2,2.63377606E-2,2.63391159E-2,2.61477823E-2,2.58153141E-2,2.56562952E-2,2.57054833E-2,2.58698705E-2,81.4572,26.3092,0
20929,2.61343736E-2,2.61158745E-2,2.61428885E-2,2.61678470E-2,2.61909870E-2,2.62286246E-2,2.63187229E-2,2.64358774E-2,2.64979146E-2,2.62163839E-2,2.63789057E-2,2.63092372E-2,2.62661410E-2,2.62694269E-2,2.62331112E-2,2.59926557E-2,2.62248382E-2,2.62531946E-2,2.62463130E-2,2.61510043E-2,2.61335363E-2,60.2131,20.6018,0
20930,2.61625914E-2,2.61443317E-2,2.61715584E-2,2.61967118E-2,2.62199102E-2,2.62573160E-2,2.63470380E-2,2.64636237E-2,2.65253245E-2,2.62399004E-2,2.64064525E-2,2.63369565E-2,2.62936656E-2,2.62977811E-2,2.62616920E-2,2.60171262E-2,2.62532665E-2,2.62813444E-2,2.62743339E-2,2.61785224E-2,2.61617368E-2,60.888,20.6932,0
20931,2.80305642E-2,2.80145284E-2,2.80456438E-2,2.80745871E-2,2.80997813E-2,2.81366173E-2,2.82262951E-2,2.83420448E-2,2.84028307E-2,2.80796089E-2,2.82794919E-2,2.82082202E-2,2.81632411E-2,2.81748321E-2,2.81396098E-2,2.78598968E-2,2.81288087E-2,2.81549571E-2,2.81459633E-2,2.80418095E-2,2.80296245E-2,61.1094,21.3667,0
20932,2.58237939E-2,2.58075914E-2,2.58358060E-2,2.58618240E-2,2.58849637E-2,2.59199031E-2,2.60051395E-2,2.61152780E-2,2.61733008E-2,2.58606744E-2,2.60578325E-2,2.59908932E-2,2.59468123E-2,2.59571741E-2,2.59234542E-2,2.56486724E-2,2.59141043E-2,2.59396187E-2,2.59318319E-2,2.58338910E-2,2.58227877E-2,60.7495,21.8262,0
20933,6.76679903E-2,6.70634631E-2,6.66249734E-2,6.63203081E-2,6.63411142E-2,6.71220323E-2,6.87350927E-2,7.08632820E-2,7.19959425E-2,7.16291774E-2,7.09501289E-2,7.00905174E-2,6.92240404E-2,6.82943922E-2,6.74957460E-2,6.72179190E-2,6.78025623E-2,6.86660610E-2,6.89193888E-2,6.84189168E-2,6.76697479E-2,92.8127,24.6785,0
20934,6.79063932E-2,6.73116875E-2,6.68779969E-2,6.65774320E-2,6.65938950E-2,6.73449619E-2,6.89163299E-2,7.10107393E-2,7.21391920E-2,7.17703505E-2,7.11178067E-2,7.02620721E-2,6.94067252E-2,6.84924191E-2,6.77129029E-2,6.74253532E-2,6.80169812E-2,6.88652670E-2,6.91203462E-2,6.86338392E-2,6.79078851E-2,92.6092,24.1495,0
20935,7.05595415E-2,6.99205516E-2,6.94534473E-2,6.91276875E-2,6.91443374E-2,6.99543163E-2,7.16436300E-2,7.39238840E-2,7.51574450E-2,7.47721377E-2,7.40424938E-2,7.31244664E-2,7.21793305E-2,7.11877004E-2,7.03499075E-2,7.00537216E-2,7.06776029E-2,7.15908129E-2,7.18680366E-2,7.13439148E-2,7.05612467E-2,93.031,23.8222,0
20936,6.86386988E-2,6.79781589E-2,6.74907708E-2,6.71487129E-2,6.71704462E-2,6.80376181E-2,6.98064587E-2,7.21360114E-2,7.33427934E-2,7.29609300E-2,7.22305029E-2,7.13038515E-2,7.03416265E-2,6.93245097E-2,6.84507971E-2,6.81662768E-2,6.87864567E-2,6.97306462E-2,7.00065253E-2,6.94620812E-2,6.86408336E-2,94.0591,24.609,0
20937,6.75487634E-2,6.69281600E-2,6.64769869E-2,6.61627285E-2,6.61849287E-2,6.69928969E-2,6.86567316E-2,7.08392800E-2,7.19852160E-2,7.16160366E-2,7.09231324E-2,7.00499558E-2,6.91558346E-2,6.81990813E-2,6.73771854E-2,6.71004964E-2,6.76912537E-2,6.85829146E-2,6.88403668E-2,6.83271321E-2,6.75507350E-2,93.6371,24.9297,0
20938,6.66254748E-2,6.60416895E-2,6.56237528E-2,6.53354503E-2,6.53606881E-2,6.61240687E-2,6.76958528E-2,6.97603228E-2,7.08459029E-2,7.04848317E-2,6.98271622E-2,6.89982121E-2,6.81600803E-2,6.72596476E-2,6.64832277E-2,6.62135787E-2,6.67762266E-2,6.76139482E-2,6.78548658E-2,6.73621421E-2,6.66273469E-2,93.2684,24.6447,0
20939,7.23763468E-2,7.16995428E-2,7.11999736E-2,7.08487182E-2,7.08624933E-2,7.17183543E-2,7.34996913E-2,7.59135498E-2,7.72289426E-2,7.68332981E-2,7.60489876E-2,7.50793566E-2,7.40737899E-2,7.30235969E-2,7.21390059E-2,7.18350558E-2,7.24887571E-2,7.34530852E-2,7.37490659E-2,7.32006385E-2,7.23780928E-2,93.4057,24.1233,0
20940,7.10553649E-2,7.04017907E-2,6.99226173E-2,6.95873241E-2,6.96051993E-2,7.04425436E-2,7.21735104E-2,7.45099996E-2,7.57676188E-2,7.53784696E-2,7.46252246E-2,7.36875538E-2,7.27197850E-2,7.17071322E-2,7.08485334E-2,7.05526717E-2,7.11835871E-2,7.21134121E-2,7.23961234E-2,7.18573780E-2,7.10571604E-2,93.8636,24.0962,0
20941,5.75075493E-2,5.74271005E-2,5.74895409E-2,5.75859189E-2,5.76868962E-2,5.79101518E-2,5.83302014E-2,5.88677092E-2,5.90679161E-2,5.88228642E-2,5.86251734E-2,5.84330887E-2,5.82677365E-2,5.81030430E-2,5.79165863E-2,5.77789055E-2,5.78952979E-2,5.80518113E-2,5.80329264E-2,5.77790476E-2,5.75097889E-2,90.9794,28.2334,0
20942,5.94701830E-2,5.93979343E-2,5.94842086E-2,5.96066059E-2,5.97202005E-2,5.99391798E-2,6.03584105E-2,6.09025773E-2,6.11052904E-2,6.08482459E-2,6.06306073E-2,6.04374102E-2,6.02769295E-2,6.01165085E-2,5.99327709E-2,5.97928985E-2,5.98988390E-2,6.00513263E-2,6.00242065E-2,5.97552292E-2,5.94727060E-2,91.3252,28.76,0
20943,4.47436907E-2,4.43611407E-2,4.39951063E-2,4.37173583E-2,4.36784546E-2,4.41208009E-2,4.50988968E-2,4.66224288E-2,4.80775154E-2,4.76094508E-2,4.70161973E-2,4.61966431E-2,4.53664212E-2,4.48785543E-2,4.43890113E-2,4.35507213E-2,4.46284216E-2,4.52163030E-2,4.54420882E-2,4.51246142E-2,4.47232040E-2,85.9714,16.3531,0
20944,4.71669553E-2,4.67473475E-2,4.64487035E-2,4.62150722E-2,4.61855504E-2,4.65745769E-2,4.75872523E-2,4.93993634E-2,5.08781734E-2,5.04227309E-2,4.98196592E-2,4.89479845E-2,4.80090714E-2,4.73233279E-2,4.68137884E-2,4.60060651E-2,4.70560470E-2,4.77235025E-2,4.79968063E-2,4.76136742E-2,4.71194016E-2,86.5814,15.9601,0
20945,1.99778478E-2,2.02695404E-2,2.05948359E-2,2.08697832E-2,2.09569498E-2,2.07171102E-2,2.01624084E-2,1.93666119E-2,1.88742416E-2,1.88065553E-2,1.90586625E-2,1.94327833E-2,1.97665409E-2,2.02034493E-2,2.05010914E-2,2.04845568E-2,2.02934092E-2,1.99143283E-2,1.97268153E-2,1.97800473E-2,1.99788785E-2,83.7492,30.3179,0
20946,1.25909378E-2,1.29360115E-2,1.33001140E-2,1.35619990E-2,1.36443115E-2,1.34056609E-2,1.27214366E-2,1.17214510E-2,1.10740071E-2,1.10208319E-2,1.13644678E-2,1.18559015E-2,1.22655247E-2,1.27915148E-2,1.31540787E-2,1.31670196E-2,1.29156349E-2,1.24626624E-2,1.22486703E-2,1.23285845E-2,1.25918018E-2,83.5772,30.9089,0
20947,1.49046384E-2,1.53262989E-2,1.57503831E-2,1.60277687E-2,1.61140515E-2,1.58494891E-2,1.49901407E-2,1.38102266E-2,1.31424794E-2,1.30949599E-2,1.34450134E-2,1.39609974E-2,1.44444294E-2,1.50944164E-2,1.55473627E-2,1.56153068E-2,1.52627293E-2,1.47019807E-2,1.44437255E-2,1.45642532E-2,1.49058408E-2,82.8525,30.8841,0
20948,8.38781619E-3,8.86284302E-3,9.36622425E-3,9.83090889E-3,9.94309364E-3,9.39924799E-3,8.40367366E-3,7.31309354E-3,6.85901546E-3,6.77798673E-3,7.04240112E-3,7.38358083E-3,7.83316426E-3,8.53549892E-3,9.05724033E-3,8.99463045E-3,8.74260936E-3,8.12365271E-3,7.85899293E-3,7.99547509E-3,8.38821261E-3,82.596,30.1941,0
20949,1.51973540E-2,1.54911464E-2,1.58326165E-2,1.61747945E-2,1.62700192E-2,1.59277030E-2,1.53611185E-2,1.46344994E-2,1.42107454E-2,1.41298095E-2,1.43598984E-2,1.46734971E-2,1.49784346E-2,1.54055330E-2,1.57083559E-2,1.56238022E-2,1.55005579E-2,1.51255587E-2,1.49474713E-2,1.49965294E-2,1.51979053E-2,83.1496,29.8071,0
20950,6.40469461E-3,6.39621209E-3,6.40124968E-3,6.40530697E-3,6.41070521E-3,6.42330752E-3,6.45252673E-3,6.49132498E-3,6.51242286E-3,6.45558599E-3,6.47804732E-3,6.45704563E-3,6.44420742E-3,6.43890158E-3,6.42633359E-3,6.37474909E-3,6.42607684E-3,6.43720515E-3,6.43686067E-3,6.41312133E-3,6.40414552E-3,47.2386,12.2496,0
20951,5.42123542E-3,5.41379829E-3,5.41810802E-3,5.42145969E-3,5.42601802E-3,5.43681698E-3,5.46183605E-3,5.49508513E-3,5.51317589E-3,5.46551842E-3,5.48388587E-3,5.46570038E-3,5.45493541E-3,5.45024010E-3,5.43945923E-3,5.39516278E-3,5.43930805E-3,5.44889258E-3,5.44865819E-3,5.42851316E-3,5.42078496E-3,47.0721,11.6288,0
20952,4.40155254E-3,4.39555715E-3,4.39914343E-3,4.40189527E-3,4.40560099E-3,4.41429051E-3,4.43445881E-3,4.46122839E-3,4.47580171E-3,4.43735571E-3,4.45218318E-3,4.43720974E-3,4.42867990E-3,4.42507704E-3,4.41640164E-3,4.37974832E-3,4.41624175E-3,4.42393506E-3,4.42372166E-3,4.40733578E-3,4.40118699E-3,45.8807,11.8226,0
20953,5.40839462E-3,5.40099300E-3,5.40529031E-3,5.40863995E-3,5.41318837E-3,5.42395245E-3,5.44889084E-3,5.48203204E-3,5.50006217E-3,5.45236366E-3,5.47085703E-3,5.45274231E-3,5.44197870E-3,5.43732695E-3,5.42658196E-3,5.38235135E-3,5.42642640E-3,5.43597609E-3,5.43573983E-3,5.41564012E-3,5.40794398E-3,46.4162,11.3835,0
20954,3.51841695E-2,3.52732244E-2,3.53768982E-2,3.54793700E-2,3.55273655E-2,3.55152393E-2,3.54220947E-2,3.53010320E-2,3.51923027E-2,3.50250070E-2,3.51527588E-2,3.51693918E-2,3.53041331E-2,3.53845407E-2,3.54385212E-2,3.54121960E-2,3.53669355E-2,3.52847205E-2,3.52237043E-2,3.52137474E-2,3.51852996E-2,79.3775,22.4311,0
20955,3.49080398E-2,3.49933955E-2,3.50975497E-2,3.51991277E-2,3.52477693E-2,3.52343735E-2,3.51549574E-2,3.50412289E-2,3.49335198E-2,3.47659977E-2,3.48890466E-2,3.49022454E-2,3.50311752E-2,3.51142131E-2,3.51647109E-2,3.51040572E-2,3.50935809E-2,3.50158934E-2,3.49556251E-2,3.49383681E-2,3.49093839E-2,79.6684,23.0513,0
20956,3.08217713E-2,3.10077155E-2,3.12082998E-2,3.13841681E-2,3.14466311E-2,3.13299465E-2,3.10157769E-2,3.05954395E-2,3.03246124E-2,3.02010206E-2,3.03854676E-2,3.05481193E-2,3.07870745E-2,3.10177517E-2,3.11862655E-2,3.11744307E-2,3.10527059E-2,3.08383201E-2,3.07258061E-2,3.07500509E-2,3.08224693E-2,79.3095,23.8573,0
20957,3.17687820E-2,3.19394308E-2,3.21241431E-2,3.22882845E-2,3.23484100E-2,3.22497490E-2,3.19695171E-2,3.15976147E-2,3.13535543E-2,3.12243412E-2,3.13981447E-2,3.15356642E-2,3.17595628E-2,3.19652961E-2,3.21154575E-2,3.21104268E-2,3.19919121E-2,3.17984910E-2,3.16941857E-2,3.17141321E-2,3.17695168E-2,78.6235,24.0054,0
20958,1.61082109E-1,1.58961471E-1,1.57088845E-1,1.55683627E-1,1.55491137E-1,1.57831037E-1,1.62866713E-1,1.69613828E-1,1.73339786E-1,1.72841929E-1,1.70670265E-1,1.67991702E-1,1.65008476E-1,1.61800885E-1,1.59239598E-1,1.58772129E-1,1.60490371E-1,1.63412595E-1,1.64473054E-1,1.63268870E-1,1.61085240E-1,102.687,3.8166,0
20959,1.94879294E-1,1.92762732E-1,1.90928982E-1,1.89563586E-1,1.89398512E-1,1.91768987E-1,1.96856565E-1,2.03688554E-1,2.07453780E-1,2.06911866E-1,2.04673135E-1,2.01957009E-1,1.98962555E-1,1.95743729E-1,1.93162377E-1,1.92676717E-1,1.94393731E-1,1.97324663E-1,1.98369015E-1,1.97112623E-1,1.94883097E-1,102.694,4.34938,0
20960,1.74594706E-1,1.72601420E-1,1.70884120E-1,1.69609463E-1,1.69463219E-1,1.71709509E-1,1.76523349E-1,1.82984041E-1,1.86539216E-1,1.86027015E-1,1.83891111E-1,1.81320435E-1,1.78495997E-1,1.75458217E-1,1.73018315E-1,1.72555044E-1,1.74172357E-1,1.76938155E-1,1.77917031E-1,1.76715773E-1,1.74598541E-1,102.135,4.70748,0
20961,1.77483994E-1,1.75595475E-1,1.73968741E-1,1.72760929E-1,1.72622784E-1,1.74751740E-1,1.79315211E-1,1.85450560E-1,1.88830525E-1,1.88337323E-1,1.86302542E-1,1.83862454E-1,1.81183667E-1,1.78304589E-1,1.75991860E-1,1.75548811E-1,1.77084974E-1,1.79706573E-1,1.80633792E-1,1.79493318E-1,1.77487550E-1,101.622,4.42327,0
20962,1.51092323E-1,1.49108358E-1,1.47373285E-1,1.46077128E-1,1.45910778E-1,1.48118794E-1,1.52863429E-1,1.59216972E-1,1.62720624E-1,1.62242976E-1,1.60177933E-1,1.57651075E-1,1.54851910E-1,1.51840467E-1,1.49430725E-1,1.48984786E-1,1.50592397E-1,1.53334773E-1,1.54320172E-1,1.53165458E-1,1.51095599E-1,101.725,3.84913,0
20963,1.66112789E-1,1.64065175E-1,1.62263554E-1,1.60913347E-1,1.60732288E-1,1.62997758E-1,1.67872257E-1,1.74408547E-1,1.78019037E-1,1.77527461E-1,1.75415980E-1,1.72819998E-1,1.69935012E-1,1.66833784E-1,1.64355670E-1,1.63899471E-1,1.65560346E-1,1.68385267E-1,1.69406875E-1,1.68233357E-1,1.66115886E-1,102.231,3.60056,0
20964,7.50901990E-2,7.69806754E-2,7.89643286E-2,8.05500876E-2,8.09669609E-2,7.91994460E-2,7.52337467E-2,6.99749213E-2,6.69944959E-2,6.70444256E-2,6.84138609E-2,7.04948678E-2,7.30219840E-2,7.57543954E-2,7.78310631E-2,7.81058677E-2,7.65612810E-2,7.40651292E-2,7.29882618E-2,7.35955449E-2,7.50939908E-2,91.1201,47.5667,0
20965,3.96142410E-2,4.15494779E-2,4.35388044E-2,4.51182911E-2,4.55130394E-2,4.36670798E-2,3.95686539E-2,3.41408318E-2,3.10714459E-2,3.11672919E-2,3.26112117E-2,3.47599768E-2,3.73442735E-2,4.01425210E-2,4.22826445E-2,4.25796587E-2,4.10034177E-2,3.84460981E-2,3.73617632E-2,3.80299159E-2,3.96171797E-2,90.8301,48.0301,0
20966,4.90181428E-2,5.08948055E-2,5.28296783E-2,5.43673316E-2,5.47548876E-2,5.29703745E-2,4.89908160E-2,4.37047477E-2,4.07129606E-2,4.08041698E-2,4.22169035E-2,4.43112273E-2,4.68270719E-2,4.95471243E-2,5.16251003E-2,5.19112218E-2,5.03814077E-2,4.78968158E-2,4.68418840E-2,4.74886631E-2,4.90211041E-2,90.3249,47.9829,0
20967,3.75069306E-2,3.93419263E-2,4.12379043E-2,4.27457708E-2,4.31283113E-2,4.13898908E-2,3.75040807E-2,3.23322545E-2,2.94013701E-2,2.94914972E-2,3.08708247E-2,3.29222288E-2,3.53839950E-2,3.80433473E-2,4.00729787E-2,4.03516486E-2,3.88545650E-2,3.64256678E-2,3.53919072E-2,3.60195041E-2,3.75099519E-2,90.0291,47.4968,0
20968,7.16197626E-2,7.33776043E-2,7.52249986E-2,7.67020828E-2,7.70936567E-2,7.54648196E-2,7.17973836E-2,6.69028045E-2,6.41115184E-2,6.41546834E-2,6.54391832E-2,6.73837253E-2,6.97323045E-2,7.22697827E-2,7.41924709E-2,7.44445048E-2,7.30093480E-2,7.06927504E-2,6.96876325E-2,7.02409529E-2,7.16233768E-2,90.2648,46.9397,0
20969,6.26906816E-2,6.45126024E-2,6.64266337E-2,6.79571444E-2,6.83617642E-2,6.66689503E-2,6.28672882E-2,5.78111884E-2,5.49344721E-2,5.49800996E-2,5.62953926E-2,5.83009706E-2,6.07305602E-2,6.33575545E-2,6.53503384E-2,6.56129293E-2,6.41248925E-2,6.17253089E-2,6.06852753E-2,6.12595257E-2,6.26944328E-2,90.8507,46.9625,0
20970,2.21955057E-2,2.23758156E-2,2.26227343E-2,2.28969214E-2,2.29853433E-2,2.27704736E-2,2.24774063E-2,2.20813581E-2,2.17557038E-2,2.16592682E-2,2.18265328E-2,2.20637598E-2,2.22081379E-2,2.24600308E-2,2.26247791E-2,2.25139641E-2,2.24808158E-2,2.22606276E-2,2.21393171E-2,2.21148662E-2,2.21959202E-2,83.813,28.9734,0
20971,2.49502288E-2,2.52343539E-2,2.55509520E-2,2.58121341E-2,2.58971265E-2,2.56758325E-2,2.51334999E-2,2.43972663E-2,2.40067813E-2,2.38267897E-2,2.40894756E-2,2.44740685E-2,2.47573099E-2,2.51725337E-2,2.54640738E-2,2.54582342E-2,2.52605854E-2,2.48910678E-2,2.47128133E-2,2.47585441E-2,2.49508121E-2,83.1126,28.0121,0
20972,2.44764629E-2,2.48047971E-2,2.51595864E-2,2.54465057E-2,2.55351396E-2,2.52713645E-2,2.46261286E-2,2.37548769E-2,2.33256303E-2,2.31337188E-2,2.34295679E-2,2.38529021E-2,2.42028469E-2,2.46866641E-2,2.50309930E-2,2.50363006E-2,2.48013505E-2,2.43702932E-2,2.41687054E-2,2.42391671E-2,2.44770204E-2,83.7575,28.242,0
20973,2.03364939E-2,2.04769584E-2,2.06750353E-2,2.08643566E-2,2.09396898E-2,2.08416181E-2,2.06373131E-2,2.03497851E-2,1.99056877E-2,1.99209870E-2,2.00937136E-2,2.03733669E-2,2.04227315E-2,2.06015240E-2,2.07192877E-2,2.06579947E-2,2.05999846E-2,2.04413985E-2,2.03465890E-2,2.03001665E-2,2.03370590E-2,83.1861,29.1971,0
20974,1.67219757E-2,1.72291847E-2,1.77338722E-2,1.80969532E-2,1.81959761E-2,1.77956903E-2,1.67343293E-2,1.53174196E-2,1.45122480E-2,1.44466300E-2,1.49087897E-2,1.55472473E-2,1.61342269E-2,1.68789400E-2,1.74355974E-2,1.75069857E-2,1.71002848E-2,1.64319975E-2,1.61449670E-2,1.63071444E-2,1.67224285E-2,82.7396,28.6445,0
20975,6.22465232E-2,6.17035760E-2,6.12943201E-2,6.09941458E-2,6.09845080E-2,6.16114997E-2,6.29705162E-2,6.48091494E-2,6.58068898E-2,6.53718990E-2,6.49692688E-2,6.41075873E-2,6.34178988E-2,6.26345525E-2,6.19565028E-2,6.15403531E-2,6.22465897E-2,6.29984197E-2,6.32450666E-2,6.28105002E-2,6.22459336E-2,88.691,20.2502,0
20976,6.04256927E-2,5.99489905E-2,5.95922034E-2,5.93364078E-2,5.93367947E-2,5.99078192E-2,6.11352817E-2,6.27954160E-2,6.36958762E-2,6.32879819E-2,6.29173339E-2,6.21445091E-2,6.15226302E-2,6.08214398E-2,6.02089841E-2,5.98362968E-2,6.04597989E-2,6.11343418E-2,6.13478324E-2,6.09516854E-2,6.04284150E-2,89.0479,21.2076,0
20977,6.23721592E-2,6.18244965E-2,6.14107584E-2,6.11069002E-2,6.10964323E-2,6.17281420E-2,6.30973292E-2,6.49499461E-2,6.59563930E-2,6.55212435E-2,6.51135162E-2,6.42478611E-2,6.35500051E-2,6.27596873E-2,6.20763315E-2,6.16592834E-2,6.23693689E-2,6.31275824E-2,6.33768524E-2,6.29402413E-2,6.23715498E-2,89.2741,20.4054,0
20978,6.54365062E-2,6.48759992E-2,6.44550780E-2,6.41502046E-2,6.41452912E-2,6.48045257E-2,6.62268354E-2,6.81567349E-2,6.92063258E-2,6.87896647E-2,6.83151251E-2,6.74508335E-2,6.66967936E-2,6.58677109E-2,6.51583447E-2,6.47680411E-2,6.54547045E-2,6.62426886E-2,6.64969803E-2,6.60506511E-2,6.54372044E-2,89.4509,20.8863,0
20979,6.02171034E-2,5.95936221E-2,5.91377326E-2,5.87872857E-2,5.87596254E-2,5.94264939E-2,6.09007917E-2,6.29120012E-2,6.40009342E-2,6.35451696E-2,6.31387790E-2,6.22393751E-2,6.14181799E-2,6.05582216E-2,5.98200365E-2,5.93200183E-2,6.01529355E-2,6.09795180E-2,6.12644664E-2,6.07871111E-2,6.02151949E-2,88.191,18.8236,0
20980,5.92624830E-2,5.87129854E-2,5.83009360E-2,5.79920957E-2,5.79753712E-2,5.85897616E-2,5.99363433E-2,6.17584553E-2,6.27401143E-2,6.22825447E-2,6.19275437E-2,6.10754543E-2,6.03847036E-2,5.96131761E-2,5.89407677E-2,5.84825912E-2,5.92358179E-2,5.99837911E-2,6.02347046E-2,5.98019000E-2,5.92617548E-2,88.5177,19.7751,0
20981,6.04463230E-2,5.98113405E-2,5.93451626E-2,5.89863879E-2,5.89569035E-2,5.96342234E-2,6.11314422E-2,6.31730947E-2,6.42791319E-2,6.38252476E-2,6.34076841E-2,6.24991564E-2,6.16602372E-2,6.07855340E-2,6.00356187E-2,5.95330765E-2,6.03754330E-2,6.12156635E-2,6.15065151E-2,6.10254211E-2,6.04442829E-2,88.7548,18.9872,0
20982,6.37351798E-2,6.31233051E-2,6.26638577E-2,6.23198830E-2,6.22996956E-2,6.29805507E-2,6.44695795E-2,6.64913941E-2,6.75947195E-2,6.71446611E-2,6.66942453E-2,6.57867553E-2,6.49801461E-2,6.41137760E-2,6.33700061E-2,6.29038902E-2,6.36982109E-2,6.45287723E-2,6.48097207E-2,6.43397907E-2,6.37340136E-2,88.9193,19.4508,0
20983,5.90868221E-2,5.83513863E-2,5.78006824E-2,5.73728473E-2,5.73234272E-2,5.80622928E-2,5.97393421E-2,6.20921406E-2,6.34446075E-2,6.30014099E-2,6.24479804E-2,6.14843389E-2,6.03767904E-2,5.93718135E-2,5.85254464E-2,5.79526534E-2,5.89280241E-2,5.98980867E-2,6.02542716E-2,5.97381228E-2,5.90801064E-2,88.5297,17.3837,0
20984,6.05542754E-2,5.98757642E-2,5.93838994E-2,5.90013816E-2,5.89663622E-2,5.96696119E-2,6.12335730E-2,6.33963474E-2,6.45991031E-2,6.41556839E-2,6.36678713E-2,6.27356724E-2,6.17947969E-2,6.08801543E-2,6.00966534E-2,5.95560175E-2,6.04571776E-2,6.13399259E-2,6.16527947E-2,6.11771228E-2,6.05509370E-2,88.4528,17.9793,0
20985,5.62919140E-2,5.56135145E-2,5.51406734E-2,5.47622819E-2,5.47241948E-2,5.54062455E-2,5.69242914E-2,5.90239403E-2,6.01737425E-2,5.97354896E-2,5.92909563E-2,5.83902817E-2,5.74718905E-2,5.65889771E-2,5.58313542E-2,5.52578145E-2,5.61839508E-2,5.70372176E-2,5.73431169E-2,5.68761252E-2,5.62876544E-2,88.0196,18.2767,0
20986,6.23864993E-2,6.18967347E-2,6.15347647E-2,6.12810914E-2,6.12870321E-2,6.18796410E-2,6.31513211E-2,6.48675089E-2,6.57936465E-2,6.54002855E-2,6.49830987E-2,6.42022575E-2,6.35481351E-2,6.28183694E-2,6.21887737E-2,6.18361903E-2,6.24418638E-2,6.31365938E-2,6.33530042E-2,6.29476336E-2,6.23869701E-2,89.2227,21.6888,0
20987,6.25127183E-2,6.20191855E-2,6.16540590E-2,6.13979024E-2,6.14033316E-2,6.19993414E-2,6.32790009E-2,6.50065447E-2,6.59396932E-2,6.55458361E-2,6.51248387E-2,6.43385179E-2,6.36794635E-2,6.29446763E-2,6.23108729E-2,6.19575798E-2,6.25662510E-2,6.32657404E-2,6.34839982E-2,6.30769254E-2,6.25132103E-2,89.7137,21.8564,0
