7.500000000000000000e+02,-9.477550001365331411e+01,-6.701639874999997915e+01,-2.380835659965699165e+02
9.591836735000000544e+02,-9.477550001365331411e+01,-6.701639874999997915e+01,-2.380835659965726450e+02
1.112244897999999921e+03,-9.477550001365331411e+01,-6.701639874999997915e+01,-2.380835659965668754e+02
1.265306121999999959e+03,-9.477550001365331411e+01,-6.701639874999997915e+01,-2.380835659965706554e+02
1.418367347000000109e+03,-9.477550001365331411e+01,-6.701639874999997915e+01,-2.380835659965687512e+02
1.571428570999999920e+03,-9.477550001365331411e+01,-6.701639874999997915e+01,-2.380835659965716502e+02
1.724489796000000069e+03,-8.376084613502612797e+01,-5.922786229999999108e+01,-2.085046541312799491e+02
1.877551020000000108e+03,-7.274619218568824408e+01,-5.143932579999998467e+01,-1.778486246984598722e+02
2.030612245000000030e+03,-6.530069176753987392e+01,-4.617456196500000232e+01,-1.567241561532316325e+02
2.183673468999999841e+03,-5.785519132817827881e+01,-4.090979811499999386e+01,-1.354910088473927203e+02
2.336734694000000218e+03,-5.454317244035183876e+01,-3.856784709999999450e+01,-1.260747210119936028e+02
2.489795917999999801e+03,-5.123115354545433320e+01,-3.622589607999999117e+01,-1.167172657937502720e+02
2.642857143000000178e+03,-4.791913465762790025e+01,-3.388394506499999181e+01,-1.074234030774407245e+02
2.795918367000000217e+03,-4.460711576273039469e+01,-3.154199404499999559e+01,-9.822745789042372166e+01
2.948979592000000139e+03,-4.129509687490396175e+01,-2.920004302999999624e+01,-8.913762389601131986e+01
3.102040816000000177e+03,-3.798307798000645619e+01,-2.685809200999999646e+01,-8.017659766626016449e+01
3.255102041000000099e+03,-3.467105908510895773e+01,-2.451614099000000024e+01,-7.136664311643571068e+01
3.408163265000000138e+03,-3.135904019728252123e+01,-2.217418997499999733e+01,-6.274817698878365491e+01
3.561224490000000060e+03,-3.013619704543346245e+01,-2.130950928999999761e+01,-5.962013469400287136e+01
3.714285714000000098e+03,-2.891335389358440366e+01,-2.044482860499999788e+01,-5.652854474224565706e+01
3.867346939000000020e+03,-2.769051074173534843e+01,-1.958014791999999815e+01,-5.347023197121376370e+01
4.020408163000000059e+03,-2.646766758281522058e+01,-1.871546722999999801e+01,-5.045111188530490409e+01
4.173469388000000436e+03,-2.524482443096615825e+01,-1.785078654499999473e+01,-4.747542904294847688e+01
4.326530611999999564e+03,-2.402198127911710301e+01,-1.698610585999999856e+01,-4.454572361440362727e+01
4.479591836999999941e+03,-2.279913812726804423e+01,-1.612142517499999528e+01,-4.166527138130935271e+01
4.632653060999999980e+03,-2.157629497541898900e+01,-1.525674448999999910e+01,-3.883603701726183743e+01
4.785714286000000357e+03,-2.035345182356993021e+01,-1.439206380499999760e+01,-3.606155681045512296e+01
4.938775510000000395e+03,-1.913060867172087143e+01,-1.352738311999999787e+01,-3.334497610970544912e+01
5.091836734999999862e+03,-1.870896586906000536e+01,-1.322923663499999769e+01,-3.242211562114628975e+01
5.244897958999999901e+03,-1.828732307347020480e+01,-1.293109015499999614e+01,-3.150658235426240594e+01
5.397959184000000278e+03,-1.786568027080933874e+01,-1.263294366999999774e+01,-3.059841550272255262e+01
5.551020408000000316e+03,-1.744403746814847267e+01,-1.233479718499999755e+01,-2.969781149836200740e+01
5.704081632999999783e+03,-1.702239467255867567e+01,-1.203665070499999956e+01,-2.880471608285754570e+01
5.857142856999999822e+03,-1.660075186989780605e+01,-1.173850421999999760e+01,-2.791932111742851674e+01
6.010204082000000199e+03,-1.617910906723693998e+01,-1.144035773499999742e+01,-2.704189723757024666e+01
6.163265306000000237e+03,-1.575746627164714297e+01,-1.114221125499999765e+01,-2.617251573494092298e+01
6.316326530999999704e+03,-1.533582346898627513e+01,-1.084406476999999747e+01,-2.531136948257994135e+01
6.469387754999999743e+03,-1.491418066632541084e+01,-1.054591828499999906e+01,-2.445856885004331360e+01
6.622448980000000120e+03,-1.449253787073561028e+01,-1.024777180499999751e+01,-2.361388324357073287e+01
6.775510204000000158e+03,-1.407089506807474599e+01,-9.949625319999999107e+00,-2.277737302573842371e+01
6.928571428999999625e+03,-1.364925226541387993e+01,-9.651478835000000700e+00,-2.194925467790613993e+01
7.081632652999999664e+03,-1.322760946982407759e+01,-9.353332354999997378e+00,-2.112954285342721406e+01
7.234693878000000041e+03,-1.280596666716321330e+01,-9.055185869999998971e+00,-2.031831392956660665e+01
7.387755102000000079e+03,-1.238432386450234723e+01,-8.757039384999998788e+00,-1.951572371820165941e+01
7.500000000000000000e+03,-1.196268106891254845e+01,-8.458892904999999018e+00,-1.872179468987772566e+01
