2.000000000000000000e+03,-2.300000000000000000e+02,-2.300000000000000000e+02,1.147764381641977343e+04
2.000000000000000000e+03,-1.150000000000000000e+02,-2.300000000000000000e+02,9.347911116021641647e+03
2.000000000000000000e+03,0.000000000000000000e+00,-2.300000000000000000e+02,6.067670445724964338e+03
2.000000000000000000e+03,1.150000000000000000e+02,-2.300000000000000000e+02,2.960194984810768347e+03
2.000000000000000000e+03,2.300000000000000000e+02,-2.300000000000000000e+02,1.110667531410621677e+03
2.000000000000000000e+03,-2.300000000000000000e+02,-1.150000000000000000e+02,1.275305260681777145e+04
2.000000000000000000e+03,-1.150000000000000000e+02,-1.150000000000000000e+02,1.739403019491669693e+04
2.000000000000000000e+03,0.000000000000000000e+00,-1.150000000000000000e+02,9.402152481782466566e+03
2.000000000000000000e+03,1.150000000000000000e+02,-1.150000000000000000e+02,2.080682999787638892e+03
2.000000000000000000e+03,2.300000000000000000e+02,-1.150000000000000000e+02,1.735515606786613489e+03
2.000000000000000000e+03,-2.300000000000000000e+02,0.000000000000000000e+00,5.882596010438321173e+03
2.000000000000000000e+03,-1.150000000000000000e+02,0.000000000000000000e+00,2.104609690333379331e+04
2.000000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,8.306030032119677387e+00
2.000000000000000000e+03,1.150000000000000000e+02,0.000000000000000000e+00,7.773235721925882444e+02
2.000000000000000000e+03,2.300000000000000000e+02,0.000000000000000000e+00,7.367591597768611109e+02
2.000000000000000000e+03,-2.300000000000000000e+02,1.150000000000000000e+02,1.281342519132239431e+04
2.000000000000000000e+03,-1.150000000000000000e+02,1.150000000000000000e+02,1.691586646964093234e+04
2.000000000000000000e+03,0.000000000000000000e+00,1.150000000000000000e+02,8.708077726345507472e+03
2.000000000000000000e+03,1.150000000000000000e+02,1.150000000000000000e+02,1.097701181264465276e+03
2.000000000000000000e+03,2.300000000000000000e+02,1.150000000000000000e+02,1.331820258871953911e+03
2.000000000000000000e+03,-2.300000000000000000e+02,2.300000000000000000e+02,1.067437615927938168e+04
2.000000000000000000e+03,-1.150000000000000000e+02,2.300000000000000000e+02,8.617151561133758150e+03
2.000000000000000000e+03,0.000000000000000000e+00,2.300000000000000000e+02,5.343776651515595404e+03
2.000000000000000000e+03,1.150000000000000000e+02,2.300000000000000000e+02,2.046755142287380522e+03
2.000000000000000000e+03,2.300000000000000000e+02,2.300000000000000000e+02,3.612302533587848075e+02
