8.000000000000000000e+03,-2.300000000000000000e+02,-2.300000000000000000e+02,1.147764381641977343e+04,-5.229806003531080023e+02,2.875177869020153303e+05
8.000000000000000000e+03,-2.057894736842105203e+02,-2.300000000000000000e+02,1.141994340065226061e+04,-5.046142138071445515e+02,2.823501051768912585e+05
8.000000000000000000e+03,-1.815789473684210407e+02,-2.300000000000000000e+02,1.111419160825651306e+04,-4.832779859047265063e+02,2.730886388150987332e+05
8.000000000000000000e+03,-1.573684210526315894e+02,-2.300000000000000000e+02,1.064195777355563223e+04,-4.593421167415834816e+02,2.596468329962292919e+05
8.000000000000000000e+03,-1.331578947368421098e+02,-2.300000000000000000e+02,9.962035373763770622e+03,-4.330371613864705296e+02,2.421498878122092865e+05
8.000000000000000000e+03,-1.089473684210526301e+02,-2.300000000000000000e+02,9.152553597227568389e+03,-4.047046257100454341e+02,2.208820288683526451e+05
8.000000000000000000e+03,-8.473684210526317884e+01,-2.300000000000000000e+02,8.412864986415839667e+03,-3.748771131459189974e+02,1.964462935531238327e+05
8.000000000000000000e+03,-6.052631578947369917e+01,-2.300000000000000000e+02,7.691035314414195454e+03,-3.439736045625934935e+02,1.697257894539717527e+05
8.000000000000000000e+03,-3.631578947368421950e+01,-2.300000000000000000e+02,7.063779270628007907e+03,-3.123808423433272878e+02,1.418522096965280361e+05
8.000000000000000000e+03,-1.210526315789473983e+01,-2.300000000000000000e+02,6.425695822391146976e+03,-2.806824851895483448e+02,1.142762583343431616e+05
8.000000000000000000e+03,1.210526315789473983e+01,-2.300000000000000000e+02,5.693371207917952233e+03,-2.493080920424774831e+02,8.858969224384134577e+04
8.000000000000000000e+03,3.631578947368421950e+01,-2.300000000000000000e+02,5.044035898491686567e+03,-2.186237460573947828e+02,6.658466654480407306e+04
8.000000000000000000e+03,6.052631578947364233e+01,-2.300000000000000000e+02,4.412988324372230636e+03,-1.890238175847869400e+02,5.059857482640469243e+04
8.000000000000000000e+03,8.473684210526312199e+01,-2.300000000000000000e+02,3.734894180677670192e+03,-1.609394278442227630e+02,4.314079886400239775e+04
8.000000000000000000e+03,1.089473684210526017e+02,-2.300000000000000000e+02,3.094064103620418791e+03,-1.345793499207187551e+02,4.400511628454233869e+04
8.000000000000000000e+03,1.331578947368420813e+02,-2.300000000000000000e+02,2.643783782004265049e+03,-1.098035536711687428e+02,4.894526509148485638e+04
8.000000000000000000e+03,1.573684210526315610e+02,-2.300000000000000000e+02,2.161298913833536062e+03,-8.672065511308878172e+01,5.412152059279016248e+04
8.000000000000000000e+03,1.815789473684210407e+02,-2.300000000000000000e+02,1.656815771881935234e+03,-6.560371311174927200e+01,5.804268845790452178e+04
8.000000000000000000e+03,2.057894736842105203e+02,-2.300000000000000000e+02,1.259420816190492133e+03,-4.748573902127436241e+01,6.053931455547575024e+04
8.000000000000000000e+03,2.300000000000000000e+02,-2.300000000000000000e+02,1.110667531410621677e+03,-3.444222089538806131e+01,6.307884198044424556e+04
8.000000000000000000e+03,-2.300000000000000000e+02,-2.057894736842105203e+02,1.188410165050764226e+04,-5.118868877967410072e+02,2.872392462708110106e+05
8.000000000000000000e+03,-2.057894736842105203e+02,-2.057894736842105203e+02,1.196467335284016735e+04,-4.940006678574305852e+02,2.829694738448113785e+05
8.000000000000000000e+03,-1.815789473684210407e+02,-2.057894736842105203e+02,1.176507919916121682e+04,-4.727603737159947173e+02,2.742505412382883951e+05
8.000000000000000000e+03,-1.573684210526315894e+02,-2.057894736842105203e+02,1.134955968180095988e+04,-4.485468474217376524e+02,2.608330416167717776e+05
8.000000000000000000e+03,-1.331578947368421098e+02,-2.057894736842105203e+02,1.070610358852623176e+04,-4.216651099661606850e+02,2.428204524940497940e+05
8.000000000000000000e+03,-1.089473684210526301e+02,-2.057894736842105203e+02,9.882426626244930958e+03,-3.925154204987543949e+02,2.205044062911465007e+05
8.000000000000000000e+03,-8.473684210526317884e+01,-2.057894736842105203e+02,9.044455585638619596e+03,-3.617082079105103958e+02,1.946027446927677374e+05
8.000000000000000000e+03,-6.052631578947369917e+01,-2.057894736842105203e+02,8.250872689032434209e+03,-3.296505272999468161e+02,1.661788240950102627e+05
8.000000000000000000e+03,-3.631578947368421950e+01,-2.057894736842105203e+02,7.489473347530026331e+03,-2.969653151165369991e+02,1.368305191542284447e+05
8.000000000000000000e+03,-1.210526315789473983e+01,-2.057894736842105203e+02,6.746154079113313855e+03,-2.641998908934360770e+02,1.084257822490367544e+05
8.000000000000000000e+03,1.210526315789473983e+01,-2.057894736842105203e+02,5.898944790481617929e+03,-2.317996510782134578e+02,8.297652548827022838e+04
8.000000000000000000e+03,3.631578947368421950e+01,-2.057894736842105203e+02,5.163606832937373838e+03,-2.003048616286727963e+02,6.283809800288249244e+04
8.000000000000000000e+03,6.052631578947364233e+01,-2.057894736842105203e+02,4.404604930656978468e+03,-1.702473714374856399e+02,5.068121502313631936e+04
8.000000000000000000e+03,8.473684210526312199e+01,-2.057894736842105203e+02,3.625638687690026018e+03,-1.419792182196111696e+02,4.755792945933839655e+04
